,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary
42,24.0,0,172987.0,5,13.0,0,12,0,4,1,50,1,0
43,49.0,0,94638.0,2,9.0,2,0,4,4,0,40,1,0
44,25.0,0,289980.0,2,9.0,1,5,1,4,1,35,1,0
45,57.0,1,337895.0,5,13.0,0,9,0,2,1,40,1,1
46,53.0,0,144361.0,2,9.0,0,6,0,4,1,38,1,0
47,44.0,0,128354.0,1,14.0,2,3,4,4,0,40,1,0
48,41.0,1,101603.0,3,11.0,0,2,0,4,1,40,1,0
49,29.0,0,271466.0,3,11.0,1,9,1,4,1,43,1,0
50,25.0,0,32275.0,3,10.0,0,3,5,3,0,40,1,0
51,18.0,0,226956.0,2,9.0,1,7,3,4,0,30,1,0
52,47.0,0,51835.0,3,15.0,0,9,5,4,0,60,0,1
53,50.0,1,251585.0,5,13.0,2,3,1,4,1,55,1,1
54,47.0,2,109832.0,2,9.0,2,3,1,4,1,60,1,0
55,43.0,0,237993.0,3,10.0,0,12,0,4,1,40,1,1
56,46.0,0,216666.0,4,4.5,0,6,0,4,1,40,0,0
57,35.0,0,56352.0,3,11.0,0,7,0,4,1,40,0,0
58,41.0,0,147372.0,2,9.0,0,0,0,4,1,48,1,0
59,30.0,0,188146.0,2,9.0,0,6,0,4,1,40,1,0
60,30.0,0,59496.0,5,13.0,0,11,0,4,1,40,1,0
61,32.0,0,293936.0,4,4.5,2,9,1,4,1,40,1,0
62,48.0,0,149640.0,2,9.0,0,13,0,4,1,40,1,0
63,42.0,0,116632.0,0,16.0,0,9,0,4,1,45,1,1
64,29.0,0,105598.0,3,10.0,2,12,1,4,1,58,1,0
65,36.0,0,155537.0,2,9.0,0,2,0,4,1,40,1,0
66,28.0,0,183175.0,3,10.0,2,0,1,4,0,40,1,0
67,53.0,0,169846.0,2,9.0,0,0,5,4,0,40,1,1
68,49.0,2,191681.0,3,10.0,0,3,0,4,1,50,1,1
69,25.0,0,200681.0,3,10.0,1,9,3,4,1,40,1,0
70,19.0,0,101509.0,3,10.0,1,9,3,4,1,32,1,0
71,31.0,0,309974.0,5,13.0,2,11,3,2,0,40,1,0
72,29.0,2,162298.0,5,13.0,0,11,0,4,1,70,1,1
73,23.0,0,211678.0,3,10.0,1,6,1,4,1,40,1,0
74,78.0,0,124744.0,3,10.0,0,9,2,4,1,20,1,0
75,27.0,0,213921.0,2,9.0,1,7,3,4,1,40,0,0
76,40.0,0,32214.0,3,12.0,0,0,0,4,1,40,1,0
77,67.0,0,212759.0,4,6.0,0,9,0,4,1,2,1,0
78,18.0,0,309634.0,4,7.0,1,7,3,4,0,22,1,0
79,31.0,1,125927.0,4,4.5,0,4,0,4,1,40,1,0
80,18.0,0,415887.0,2,9.0,1,11,1,4,1,30,1,0
81,52.0,0,276515.0,5,13.0,0,7,0,4,1,40,0,0
82,46.0,0,51618.0,2,9.0,0,7,5,4,0,40,1,0
83,59.0,0,159937.0,2,9.0,0,11,0,4,1,48,1,0
84,44.0,0,343591.0,2,9.0,2,2,1,4,0,40,1,1
85,53.0,0,346253.0,2,9.0,2,11,3,4,0,35,1,0
86,49.0,1,268234.0,2,9.0,0,10,0,4,1,40,1,1
87,33.0,0,202051.0,1,14.0,0,9,0,4,1,50,1,0
88,30.0,0,54334.0,4,5.0,1,11,1,4,1,40,1,0
89,43.0,1,410867.0,0,16.0,1,9,1,4,0,50,1,1
90,57.0,0,249977.0,3,11.0,0,9,0,4,1,40,1,0
91,37.0,0,286730.0,3,10.0,2,2,4,4,0,40,1,0
92,28.0,0,212563.0,3,10.0,2,6,4,2,0,25,1,0
93,30.0,0,117747.0,2,9.0,0,11,5,1,0,35,1,0
94,34.0,1,226296.0,5,13.0,0,10,0,4,1,40,1,1
95,29.0,1,115585.0,3,10.0,1,5,1,4,1,50,1,0
96,48.0,2,191277.0,0,16.0,0,9,0,4,1,60,1,1
97,37.0,0,202683.0,3,10.0,0,11,0,4,1,48,1,1
98,48.0,0,171095.0,3,12.0,2,3,4,4,0,40,0,0
99,32.0,1,249409.0,2,9.0,1,7,3,2,1,40,1,0
100,76.0,0,124191.0,1,14.0,0,3,0,4,1,40,1,1
101,44.0,0,198282.0,5,13.0,0,3,0,4,1,60,1,1
102,47.0,2,149116.0,1,14.0,1,9,1,4,0,50,1,0
103,20.0,0,188300.0,3,10.0,1,12,3,4,0,40,1,0
104,29.0,0,103432.0,2,9.0,1,2,1,4,1,40,1,0
105,32.0,2,317660.0,2,9.0,0,2,0,4,1,40,1,1
106,17.0,0,304873.0,4,6.0,1,9,3,4,0,32,1,0
107,30.0,0,194901.0,4,7.0,1,5,3,4,1,40,1,0
108,31.0,1,189265.0,2,9.0,1,0,1,4,0,40,1,0
109,42.0,0,124692.0,2,9.0,0,5,0,4,1,40,1,0
110,24.0,0,415887.0,5,13.0,1,11,2,4,1,40,1,0
111,38.0,0,65324.0,3,15.0,0,9,0,4,1,40,1,1
112,56.0,2,335605.0,2,9.0,0,7,0,4,1,50,0,1
113,28.0,0,377869.0,3,10.0,0,11,5,4,0,25,1,0
114,36.0,0,102864.0,2,9.0,1,6,3,4,0,40,1,0
115,53.0,0,95647.0,4,5.0,0,5,0,4,1,50,1,0
116,56.0,2,303090.0,3,10.0,0,11,0,4,1,50,1,0
117,49.0,1,197371.0,3,11.0,0,2,0,2,1,40,1,1
118,55.0,0,247552.0,3,10.0,0,11,0,4,1,56,1,0
119,22.0,0,102632.0,2,9.0,1,2,1,4,1,41,1,0
120,21.0,0,199915.0,3,10.0,1,7,3,4,0,40,1,0
121,40.0,0,118853.0,5,13.0,0,3,0,4,1,60,1,0
122,30.0,0,77143.0,5,13.0,1,3,3,2,1,40,0,0
123,29.0,1,267989.0,5,13.0,0,9,0,4,1,50,1,1
124,19.0,0,301606.0,3,10.0,1,7,3,2,1,35,1,0
125,47.0,0,287828.0,5,13.0,0,3,5,4,0,40,1,1
126,20.0,0,111697.0,3,10.0,1,0,3,4,0,28,1,0
127,31.0,0,114937.0,3,12.0,0,0,0,4,1,40,1,1
128,35.0,0,129305.0,2,9.0,0,9,0,4,1,40,1,0
129,39.0,0,365739.0,3,10.0,2,2,1,4,1,40,1,0
130,28.0,0,69621.0,3,12.0,1,11,1,4,0,60,1,0
131,24.0,0,43323.0,2,9.0,1,7,1,4,0,40,1,0
132,38.0,2,120985.0,2,9.0,0,2,0,4,1,35,1,0
133,37.0,0,254202.0,5,13.0,0,11,0,4,1,50,1,0
134,46.0,0,146195.0,3,12.0,2,12,1,2,0,36,1,0
135,38.0,1,125933.0,1,14.0,0,9,0,4,1,40,0,1
136,43.0,2,56920.0,2,9.0,0,2,0,4,1,60,1,0
137,27.0,0,163127.0,3,11.0,0,0,5,4,0,35,1,0
138,20.0,0,34310.0,3,10.0,1,11,3,4,1,20,1,0
139,49.0,0,81973.0,3,10.0,0,2,0,1,1,40,1,1
140,61.0,2,66614.0,2,9.0,0,2,0,4,1,40,1,0
141,27.0,0,232782.0,3,10.0,1,11,3,4,0,40,1,0
142,19.0,0,316868.0,3,10.0,1,7,3,4,1,30,0,0
143,45.0,0,196584.0,3,11.0,1,9,1,4,0,40,1,1
144,70.0,0,105376.0,3,10.0,1,12,2,4,1,40,1,0
145,31.0,0,185814.0,2,9.0,1,13,4,2,0,30,1,0
146,22.0,0,175374.0,3,10.0,0,7,0,4,1,24,1,0
147,36.0,0,108293.0,2,9.0,2,7,4,4,0,24,1,0
148,64.0,0,181232.0,4,7.0,0,2,0,4,1,40,1,0
149,43.0,0,174662.0,3,10.0,2,9,1,4,0,40,1,0
150,47.0,1,186009.0,3,10.0,2,0,4,4,0,38,0,0
151,34.0,0,198183.0,2,9.0,1,0,1,4,0,40,1,0
152,33.0,0,163003.0,5,13.0,1,3,2,1,0,40,0,0
153,21.0,0,296158.0,2,9.0,1,2,3,4,1,35,1,0
154,52.0,0,252903.0,2,9.0,2,9,1,4,1,45,1,1
155,48.0,0,187715.0,2,9.0,0,2,0,4,1,46,1,0
156,23.0,0,214542.0,5,13.0,1,5,1,4,1,40,1,0
157,71.0,2,415887.0,3,10.0,2,11,4,2,1,2,1,0
158,29.0,0,191535.0,2,9.0,2,2,1,4,1,60,1,0
159,42.0,0,228456.0,5,13.0,2,7,2,2,1,50,1,0
160,68.0,0,38317.0,4,4.5,2,9,1,4,0,20,1,0
161,25.0,0,252752.0,2,9.0,1,7,4,4,0,40,1,0
162,44.0,2,78374.0,1,14.0,2,3,4,1,0,40,1,0
163,28.0,0,88419.0,2,9.0,1,3,1,1,0,40,0,0
164,45.0,2,201080.0,1,14.0,0,11,0,4,1,40,1,1
165,36.0,0,207157.0,3,10.0,2,7,4,4,0,40,0,0
166,39.0,1,235485.0,3,12.0,1,3,1,4,1,42,1,0
167,46.0,1,102628.0,1,14.0,2,10,4,4,1,40,1,0
168,18.0,0,25828.0,4,7.0,1,5,3,4,1,16,1,0
169,66.0,1,54826.0,3,11.0,2,9,1,4,0,20,1,0
170,27.0,0,124953.0,2,9.0,1,7,1,4,1,40,1,0
171,28.0,1,175325.0,2,9.0,0,10,0,4,1,40,1,0
172,51.0,0,96062.0,3,10.0,0,11,0,4,1,40,1,1
173,27.0,0,415887.0,5,13.0,1,2,1,4,1,50,1,0
174,28.0,1,149624.0,5,13.0,0,9,0,4,1,40,1,1
175,27.0,0,253814.0,2,9.0,2,11,4,4,0,25,1,0
176,21.0,0,312956.0,2,9.0,1,2,3,2,1,40,1,0
177,34.0,0,415887.0,2,9.0,1,5,1,2,1,40,1,0
178,18.0,0,183930.0,2,9.0,1,7,3,4,1,12,1,0
179,33.0,0,37274.0,5,13.0,0,9,0,4,1,65,1,0
180,44.0,1,181344.0,3,10.0,0,3,0,2,1,38,1,1
181,43.0,0,114580.0,3,10.0,2,0,1,4,0,40,1,0
182,30.0,0,415887.0,3,10.0,1,2,1,2,1,45,1,0
183,40.0,0,286370.0,4,4.5,0,6,0,4,1,40,0,1
184,37.0,1,29054.0,3,10.0,0,0,0,4,1,42,1,1
185,34.0,0,304030.0,2,9.0,0,0,0,2,1,40,1,0
186,41.0,2,143129.0,5,13.0,2,3,1,4,0,40,1,0
187,53.0,0,135105.0,5,13.0,2,9,1,4,0,50,1,0
188,31.0,0,99928.0,1,14.0,0,9,5,4,0,50,1,0
189,58.0,1,109567.0,0,16.0,0,9,0,4,1,1,1,1
190,38.0,0,155222.0,3,10.0,2,6,1,2,0,28,1,0
191,24.0,0,159567.0,3,10.0,0,6,0,4,1,40,1,0
192,41.0,1,415887.0,5,13.0,0,2,0,2,1,40,1,0
193,47.0,0,120939.0,3,10.0,0,12,0,4,1,45,1,0
194,41.0,1,130760.0,5,13.0,0,12,0,4,1,24,1,0
195,23.0,0,197387.0,4,4.5,0,13,2,4,1,40,0,0
196,36.0,0,99374.0,3,10.0,2,2,1,4,1,40,1,0
197,40.0,1,56795.0,1,14.0,1,3,1,4,0,55,1,1
198,35.0,0,138992.0,1,14.0,0,9,2,4,1,40,1,1
199,24.0,2,32921.0,2,9.0,1,11,1,4,1,40,1,0
200,26.0,0,397317.0,1,14.0,1,9,1,4,0,40,1,0
201,19.0,0,170653.0,2,9.0,1,9,3,4,1,40,0,0
202,51.0,0,259323.0,5,13.0,0,3,0,4,1,50,1,1
203,42.0,1,254817.0,3,10.0,1,9,1,4,0,40,1,0
204,37.0,1,48211.0,2,9.0,2,0,4,4,0,35,1,0
205,18.0,0,140164.0,4,7.0,1,11,3,4,0,40,1,0
206,36.0,0,128757.0,5,13.0,0,7,0,2,1,36,1,1
207,35.0,0,36270.0,2,9.0,2,2,1,4,1,60,1,0
208,58.0,2,210563.0,2,9.0,0,11,5,4,0,35,1,1
209,17.0,0,65368.0,4,7.0,1,11,3,4,0,12,1,0
210,44.0,1,160943.0,2,9.0,0,13,0,2,1,40,1,0
211,37.0,0,208358.0,2,9.0,0,2,0,4,1,40,1,1
212,35.0,0,153790.0,3,10.0,1,11,1,0,0,40,1,0
213,60.0,0,85815.0,2,9.0,0,2,0,1,1,40,1,0
214,54.0,2,125417.0,4,4.5,0,6,0,4,1,40,1,1
215,37.0,0,415887.0,5,13.0,1,3,1,2,1,60,1,1
216,50.0,0,313321.0,3,12.0,2,11,1,4,0,40,1,0
217,38.0,0,182609.0,5,13.0,0,11,0,4,1,50,0,0
218,45.0,0,109434.0,5,13.0,0,9,0,4,1,55,1,0
219,25.0,0,255004.0,4,6.0,1,2,1,4,1,40,1,0
220,31.0,0,197860.0,3,10.0,0,5,0,4,1,40,1,0
221,64.0,0,187656.0,4,4.5,2,9,1,4,1,40,1,0
222,78.0,0,51744.0,2,9.0,1,7,1,2,1,40,1,0
223,54.0,0,176681.0,2,9.0,0,0,0,2,1,20,1,0
224,53.0,1,140359.0,4,4.5,1,6,1,4,0,35,1,0
225,18.0,0,243313.0,2,9.0,1,11,3,4,0,40,1,0
226,60.0,0,24215.0,4,6.0,2,9,1,0,0,10,1,0
227,66.0,2,167687.0,2,9.0,0,4,0,4,1,50,1,0
228,75.0,0,314209.0,3,11.0,2,0,1,4,0,20,0,0
229,65.0,0,176796.0,2,9.0,2,0,1,4,0,40,1,0
230,35.0,0,415887.0,4,7.0,2,13,1,2,1,40,1,0
231,41.0,0,130408.0,2,9.0,2,11,4,2,0,38,1,0
232,25.0,0,159732.0,3,10.0,1,0,1,4,1,42,1,0
233,33.0,0,110978.0,3,10.0,2,2,2,3,0,40,1,0
234,28.0,0,76714.0,3,15.0,1,9,1,4,1,55,1,1
235,59.0,1,268700.0,2,9.0,0,7,0,4,1,40,1,0
236,40.0,1,170525.0,3,10.0,1,0,1,4,0,38,1,0
237,41.0,0,180138.0,5,13.0,0,3,0,4,1,50,0,1
238,38.0,1,115076.0,1,14.0,0,3,0,4,1,70,1,1
239,23.0,0,115458.0,2,9.0,1,13,3,4,1,40,1,0
240,40.0,0,347890.0,5,13.0,0,9,0,4,1,40,1,1
241,41.0,2,196001.0,2,9.0,0,7,5,4,0,20,1,0
242,24.0,1,273905.0,3,12.0,0,10,0,4,1,50,1,0
243,20.0,0,119156.0,3,10.0,1,9,3,4,1,20,1,0
244,38.0,0,179488.0,3,10.0,2,2,1,4,1,40,1,0
245,56.0,0,203580.0,2,9.0,0,0,0,4,1,35,1,0
246,58.0,0,236596.0,2,9.0,0,0,0,4,1,45,1,1
247,32.0,0,183916.0,2,9.0,1,7,1,4,0,34,1,0
248,40.0,0,207578.0,3,12.0,0,12,0,4,1,60,1,1
249,45.0,0,153141.0,2,9.0,0,0,0,4,1,40,1,0
250,41.0,0,112763.0,3,15.0,0,9,5,4,0,40,1,1
251,42.0,0,390781.0,5,13.0,0,0,5,2,0,40,1,0
252,59.0,1,171328.0,4,6.0,2,7,4,2,0,30,1,0
253,19.0,1,27382.0,3,10.0,1,0,3,4,1,40,1,0
254,58.0,0,259014.0,3,10.0,1,13,1,4,1,20,1,0
255,42.0,2,303044.0,2,9.0,0,4,0,1,1,40,0,1
256,20.0,0,117789.0,2,9.0,1,7,3,4,0,40,1,0
257,32.0,0,172579.0,2,9.0,2,7,1,4,0,30,1,0
258,45.0,0,187666.0,3,11.0,2,3,1,4,0,45,1,0
259,50.0,0,204518.0,4,4.5,2,2,1,4,1,40,1,0
260,36.0,0,150042.0,5,13.0,2,9,3,4,0,40,1,0
261,45.0,0,98092.0,2,9.0,0,11,0,4,1,60,1,0
262,17.0,0,245918.0,4,7.0,1,7,3,4,1,12,1,0
263,59.0,0,146013.0,3,10.0,0,11,0,4,1,40,1,0
264,26.0,0,378322.0,4,7.0,0,2,0,4,1,40,1,0
265,37.0,2,257295.0,3,10.0,0,3,0,1,1,75,0,1
266,19.0,0,218956.0,3,10.0,1,9,3,4,1,24,0,0
267,64.0,0,21174.0,2,9.0,0,3,0,4,1,40,1,1
268,33.0,0,185480.0,5,13.0,1,9,1,4,0,45,1,0
269,33.0,0,222205.0,2,9.0,0,2,5,4,0,40,1,1
270,61.0,0,69867.0,2,9.0,0,3,0,4,1,40,1,1
271,17.0,0,191260.0,4,5.0,1,7,3,4,1,24,1,0
272,50.0,2,30653.0,1,14.0,0,4,0,4,1,98,1,0
273,27.0,1,209109.0,1,14.0,1,9,3,4,1,35,1,0
274,30.0,0,70377.0,2,9.0,2,9,3,4,0,40,1,0
275,43.0,0,415887.0,2,9.0,0,5,0,2,1,40,1,0
276,44.0,0,170924.0,3,10.0,0,2,0,4,1,40,1,1
277,35.0,0,190174.0,3,10.0,1,3,1,4,0,40,1,0
278,25.0,0,193787.0,3,10.0,1,12,3,4,0,40,1,0
279,24.0,0,279472.0,3,10.0,0,6,5,4,0,48,1,1
280,22.0,0,34918.0,5,13.0,1,9,1,4,0,15,0,0
281,42.0,1,97688.0,3,10.0,0,2,0,4,1,40,1,1
282,34.0,0,175413.0,3,12.0,2,11,4,2,0,45,1,0
283,60.0,0,173960.0,5,13.0,2,9,1,4,0,42,1,0
284,21.0,0,205759.0,2,9.0,1,5,3,4,1,40,1,0
285,57.0,1,415887.0,1,14.0,0,11,0,4,1,40,1,1
286,41.0,0,220531.0,3,15.0,0,9,0,4,1,60,1,1
287,50.0,0,176609.0,3,10.0,2,7,1,4,1,45,1,0
288,25.0,0,371987.0,5,13.0,1,3,1,4,0,40,1,0
289,50.0,0,193884.0,4,4.5,0,2,0,4,1,40,0,0
290,36.0,0,200352.0,5,13.0,0,9,0,4,1,45,1,0
291,31.0,0,127595.0,2,9.0,2,9,1,4,0,40,1,0
292,29.0,1,220419.0,5,13.0,1,10,1,4,1,56,1,0
293,21.0,0,231931.0,3,10.0,1,11,3,4,1,45,1,0
294,27.0,0,248402.0,5,13.0,1,12,4,2,0,40,1,0
295,65.0,0,111095.0,2,9.0,0,13,0,4,1,16,1,0
296,37.0,2,57424.0,5,13.0,2,11,1,4,0,60,1,0
297,39.0,0,157443.0,1,14.0,0,9,5,1,0,40,1,0
298,24.0,0,278130.0,2,9.0,1,2,3,4,1,40,1,0
299,38.0,0,169469.0,2,9.0,2,11,1,4,1,80,1,0
300,48.0,0,146268.0,5,13.0,0,0,0,4,1,40,1,1
301,21.0,0,153718.0,3,10.0,1,7,1,1,0,25,1,0
302,31.0,0,217460.0,2,9.0,0,13,0,4,1,45,1,1
303,55.0,0,238638.0,2,9.0,0,11,0,4,1,40,1,1
304,24.0,0,303296.0,3,10.0,0,0,5,1,0,40,0,0
305,43.0,0,173321.0,2,9.0,2,0,1,4,0,40,1,0
306,26.0,0,193945.0,3,12.0,1,12,1,4,1,45,1,0
307,46.0,0,83082.0,3,12.0,1,9,1,4,0,33,1,0
308,35.0,0,193815.0,3,12.0,0,0,0,4,1,40,1,1
309,41.0,2,34987.0,3,10.0,0,4,0,4,1,54,1,1
310,26.0,0,59306.0,5,13.0,1,11,1,4,1,40,1,0
311,34.0,0,142897.0,1,14.0,0,3,0,1,1,35,0,1
312,19.0,0,415887.0,3,10.0,1,9,3,2,0,25,1,0
313,36.0,2,205607.0,5,13.0,2,9,1,2,0,40,1,1
314,22.0,0,199698.0,3,10.0,1,11,3,4,1,15,1,0
315,24.0,0,191954.0,3,10.0,1,6,1,4,1,40,1,0
316,77.0,2,138714.0,3,10.0,0,11,0,4,1,40,1,0
317,22.0,0,399087.0,4,4.5,0,6,2,4,0,40,0,0
318,29.0,0,415887.0,3,10.0,1,12,1,4,0,40,1,0
319,62.0,0,159841.0,2,9.0,2,7,1,4,0,24,1,0
320,39.0,2,174308.0,2,9.0,0,3,0,4,1,40,1,0
321,43.0,0,50356.0,3,10.0,0,2,0,4,1,50,1,0
322,35.0,0,186110.0,2,9.0,2,13,1,4,1,45,1,0
323,29.0,0,200381.0,4,7.0,1,3,1,4,0,40,1,0
324,76.0,2,174309.0,1,14.0,0,2,0,4,1,10,1,0
325,63.0,2,78383.0,2,9.0,0,4,0,4,1,45,1,0
326,23.0,0,211601.0,3,11.0,1,9,3,2,0,15,1,0
327,43.0,0,187728.0,3,10.0,0,9,5,4,0,50,1,1
328,58.0,2,321171.0,2,9.0,0,5,0,4,1,40,1,0
329,66.0,0,127921.0,2,9.0,1,13,1,4,1,55,1,0
330,41.0,0,206565.0,3,10.0,1,2,1,2,1,45,1,0
331,26.0,0,224563.0,5,13.0,1,0,1,4,1,40,1,0
332,47.0,0,178686.0,3,11.0,1,7,1,4,1,40,1,0
333,55.0,1,98545.0,4,6.0,0,0,0,4,1,40,1,0
334,53.0,0,242606.0,2,9.0,0,13,0,4,1,40,1,0
335,17.0,0,270942.0,4,4.5,1,7,2,4,1,48,0,0
336,30.0,0,94235.0,2,9.0,1,2,2,4,1,40,1,0
337,49.0,0,71195.0,1,14.0,1,9,1,4,1,60,1,0
338,19.0,0,104112.0,2,9.0,1,11,4,2,1,30,0,0
339,45.0,0,261192.0,2,9.0,0,7,0,2,1,40,1,0
340,26.0,0,94936.0,3,12.0,1,11,1,4,1,40,1,0
341,38.0,0,296478.0,3,11.0,0,2,0,4,1,40,1,1
342,36.0,1,119272.0,2,9.0,0,10,0,4,1,40,1,1
343,33.0,0,85043.0,2,9.0,1,4,1,4,1,20,1,0
344,22.0,1,293364.0,3,10.0,1,10,3,2,0,40,1,0
345,43.0,2,241895.0,5,13.0,1,11,1,4,1,42,1,0
346,67.0,0,36135.0,4,7.0,0,9,0,4,1,8,1,0
347,30.0,0,151989.0,3,11.0,2,9,4,4,0,40,1,0
348,56.0,0,101128.0,3,12.0,2,7,1,4,1,25,0,0
349,31.0,0,156464.0,5,13.0,1,9,3,4,1,25,1,0
350,33.0,0,117963.0,5,13.0,0,3,0,4,1,40,1,1
351,26.0,0,192262.0,2,9.0,0,7,0,4,1,40,1,0
352,33.0,0,111363.0,5,13.0,0,3,0,4,1,40,1,1
353,46.0,1,329752.0,4,7.0,0,13,0,4,1,30,1,0
354,59.0,0,372020.0,5,13.0,0,9,0,4,1,40,1,1
355,38.0,1,95432.0,2,9.0,0,0,0,4,1,40,1,1
356,65.0,0,161400.0,4,7.0,2,7,4,3,1,40,1,0
357,40.0,0,96129.0,3,11.0,0,12,0,4,1,40,1,1
358,42.0,0,111949.0,2,9.0,0,0,5,4,0,35,1,0
359,26.0,2,117125.0,4,5.0,0,2,0,4,1,40,0,0
360,36.0,0,348022.0,4,6.0,0,7,5,4,0,24,1,0
361,62.0,0,270092.0,1,14.0,0,9,0,4,1,40,1,1
362,43.0,0,180609.0,5,13.0,0,13,0,4,1,45,1,0
363,43.0,0,174575.0,5,13.0,2,3,1,4,1,45,1,1
364,22.0,0,410439.0,2,9.0,2,11,1,4,1,55,1,0
365,28.0,0,92262.0,2,9.0,0,2,0,4,1,40,1,0
366,56.0,2,183081.0,3,10.0,0,11,0,4,1,45,1,0
367,22.0,0,362589.0,3,12.0,1,11,1,4,0,15,1,0
368,57.0,0,212448.0,5,13.0,2,3,1,4,0,45,1,1
369,39.0,0,415887.0,2,9.0,2,11,4,4,0,40,1,0
370,26.0,1,185885.0,3,10.0,1,0,4,4,0,15,1,0
371,17.0,0,89821.0,4,7.0,1,7,3,4,1,10,1,0
372,40.0,1,184018.0,3,11.0,0,6,0,4,1,38,1,1
373,45.0,0,256649.0,2,9.0,0,6,0,2,1,40,1,0
374,44.0,0,160323.0,2,9.0,1,2,1,2,1,40,1,0
375,20.0,1,350845.0,3,10.0,1,0,3,4,0,10,1,0
376,33.0,0,267404.0,2,9.0,0,2,5,4,0,40,1,0
377,23.0,0,35633.0,3,10.0,1,11,1,4,1,40,1,0
378,46.0,2,80914.0,1,14.0,2,3,1,4,1,30,1,0
379,38.0,0,172927.0,2,9.0,0,11,0,4,1,50,1,0
380,54.0,0,174319.0,2,9.0,2,13,1,4,1,40,1,0
381,46.0,0,214955.0,4,4.5,2,2,1,4,0,45,1,0
382,25.0,0,344991.0,3,10.0,0,2,0,4,1,40,1,0
383,46.0,0,108699.0,3,10.0,2,11,1,4,0,40,1,0
384,36.0,1,117312.0,3,10.0,0,13,5,4,0,40,1,0
385,23.0,0,396099.0,2,9.0,1,7,1,4,0,25,1,0
386,29.0,0,134152.0,2,9.0,2,6,1,4,1,40,1,0
387,44.0,0,162028.0,3,10.0,0,0,5,4,0,6,1,1
388,19.0,0,25429.0,3,10.0,1,0,3,4,0,16,1,0
389,19.0,0,232392.0,2,9.0,1,7,2,4,0,40,1,0
390,35.0,0,220098.0,2,9.0,0,7,5,4,0,40,1,1
391,27.0,0,301302.0,5,13.0,1,2,1,4,1,50,1,0
392,46.0,2,277946.0,3,12.0,2,2,1,4,1,40,1,0
393,34.0,1,98101.0,5,13.0,0,3,0,4,1,45,1,1
394,34.0,0,196164.0,2,9.0,1,7,1,4,0,35,1,0
395,44.0,0,115562.0,3,10.0,0,12,0,4,1,40,1,0
396,45.0,0,96975.0,3,10.0,2,5,4,4,0,40,1,0
